attack_type,country,area,activity,sex,injury,fatal,time,species,age,year,month
Boat,SOUTH AFRICA,Eastern Cape Province,unknown,not declared,"No injury to occupants; shark rammed boat 4 times, bit engine & cracked the hull",N,unknown,unknown,not declared,1978,March
Unprovoked,SOUTH AFRICA,Western Cape Province,Fishing for mackerel,not declared,"Shark jumped in boat, but no injury to occupants",N,03h00,270 kg shark,not declared,1978,February
Unprovoked,SOUTH AFRICA,Western Cape Province,Diving,M,"No injury, rammed by shark",N,unknown,White shark,not declared,1978,February
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,"Left leg, ankle & foot bitten",N,12h45,Thought to involve a blacktip shark,17,1978,January
Invalid,SOUTH AFRICA,KwaZulu-Natal,unknown,M,"Human head recovered from 3 m [10'] tiger sharks gut, probable drowning / scavenging",unknown,unknown,Shark involvement prior to death was not confirmed,not declared,1978,January
Unprovoked,USA,Florida,Surfing,F,Foot bitten,N,unknown,unknown,not declared,1978,unknown
Unprovoked,VANUATU,Malampa Province,Swimming,F,FATAL,Y,unknown,unknown,not declared,1978,unknown
Sea Disaster,USA,Hawaii,"Swimming, after single-engine aircraft went down in the sea",M,Feet lacerated,N,Night,unknown,49,1977,December
Unprovoked,USA,Florida,Surfing,M,Laceration to right hand,N,unknown,unknown,27,1977,December
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",N,10h00,"Tiger shark, 3 m [10']",18,1977,December
Boat,SOUTH AFRICA,Western Cape Province,Fishing for bottom fish,not declared,No injury to occupant: shark bit boat's port chine,N,unknown,3 m [10'] white shark (Tooth  recovered from boat),not declared,1977,unknown
Provoked,SOUTH AFRICA,Western Cape Province,Standing,M,Shark lacerated his hand when he grabbed it by the tail PROVOKED INCIDENT,N,unknown,1.5 to 2 m [5' to 6.75'] shark,not declared,1977,November
Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,"No injury, shark bit speargun & pushed diver through the water",N,16h00,"White shark, 5 m [16.5'] ",25,1977,October
Unprovoked,AUSTRALIA,South Australia,Surfing,M,"Board rammed &  bitten, left thigh lacerated",N,16h00,White shark,17,1977,August
Unprovoked,AUSTRALIA,Queensland,Floating on an inflatable raft,M,"FATAL, left arm severed, legs bitten ",Y,unknown,unknown,25,1977,August
Boat,SOUTH AFRICA,Western Cape Province,Fishing,M,"Shark leapt into boat, pinning Mamacos beneath and fracturing his pelvis, then trashed the boat rendering it inoperable",N,13h30,White shark,not declared,1977,August
Unprovoked,USA,California,Free diving for abalone (surfacing),M,Leg lacerated,N,11h45,"White shark, 5.5 m to 6 m [18' to 20']  ",20,1977,August
Invalid,USA,Florida,Wading,M,Lacerations to hip and leg,unknown,unknown,Shark involvement not confirmed,17,1977,August
Sea Disaster,USA,California,40' fishing boat sank,M,Laceration to right hand,N,Night,unknown,21,1977,July
Provoked,USA,Florida,Spearfishing / Scuba diving,M,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",N,Late afternoon,"Bull shark, 8",27,1977,June
Unprovoked,USA,Texas,Collecting fish from net,M,Lacerations to wrist,N,unknown,"Bull shark, 4' to 5' ",25,1977,June
Boat,SOUTH AFRICA,Western Cape Province,Fishing for yellowtail,M,Lombard's thigh was lacerated by shark that leapt into boat ,N,unknown,"Mako shark, 2.3 m, 150-kg  ",not declared,1977,May
Invalid,AUSTRALIA,Queensland,unknown,M,"Missing, believed taken by a shark",unknown,unknown,unknown,not declared,1977,May
Unprovoked,AUSTRALIA,Queensland,unknown,M,Survived,N,unknown,unknown,not declared,1977,April
Unprovoked,USA,Hawaii,Swimming,M,Arm bitten,N,unknown,1.2 m [4'] shark,not declared,1977,April
Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,Right foot bitten,N,17h00,unknown,31,1977,March
Sea Disaster,AUSTRALIA,Queensland,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,"His feet were bitten by sharks, but he was rescued by a charter boat that arrived on the scene just an hour and 15 minutes after the sharks first appeared, too late to save the lives of Hayes and Beaver",N,unknown,unknown,32,1977,March
Sea Disaster,AUSTRALIA,Queensland,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,FATAL,Y,unknown,unknown,74,1977,March
Sea Disaster,AUSTRALIA,Queensland,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,FATAL,Y,unknown,unknown,45,1977,March
Unprovoked,AUSTRALIA,New South Wales,"Pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",M,"Left hand, arm & leg lacerated, & shark bit chunk out of his surfboard",N,unknown,4 m [13'] shark,24,1977,February
Invalid,AUSTRALIA,Victoria,unknown,M,Shark involvement prior to death was unconfirmed,unknown,unknown,Shark involvement prior to death was not confirmed,not declared,1977,February
Unprovoked,NEW CALEDONIA,unknown,unknown,not declared,Face & thorax bitten,N,unknown,unknown,not declared,1977,unknown
Unprovoked,MEXICO,Guerrero,Swimming,M,"FATAL, left leg severed, neck cut  ",Y,14h30,unknown,not declared,1977,unknown
Unprovoked,AUSTRALIA,Queensland,unknown,M,Survived,N,unknown,unknown,not declared,1976,December
Unprovoked,USA,California,Hookah diving for abalone (submerged),M,Buttocks & hip bitten,N,09h00,"White shark, 5.5 m [18'] ",29,1976,December
Unprovoked,SOUTH AFRICA,Western Cape Province,"Thrashing the water / imitating the shark victim from ""Jaws""",M,Torso bitten,N,16h05,"White shark, 3 m [10'] k",19,1976,November
Invalid,AUSTRALIA,Queensland,unknown,not declared,"Missing, believed taken by a shark, but not confirmed",unknown,unknown,Shark involvement prior to death was not confirmed,not declared,1976,November
Unprovoked,USA,Florida,Surfing,M,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",N,10h55,2.1 m [7'] lemon shark or bull shark,19,1976,November
Invalid,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Laceration to foot,unknown,unknown,Questionable incident,17,1976,November
Provoked,SOUTH AFRICA,Western Cape Province,Fishing for white shark,not declared,"No injury to occupants. Hooked shark bit boat's transom, PROVOKED INCIDENT",N,unknown,"White shark, 4.8 m ",not declared,1976,unknown
Boat,SOUTH AFRICA,Western Cape Province,Boat,not declared,"No injury to occupants, shark leapt on bow of boat",N,unknown,White shark,not declared,1976,October
Unprovoked,USA,California,Surfing,M,Leg bitten ,N,14h30,"White shark, 3 m to 4 m [10' to 13'] ",25,1976,October
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Left thigh lacerated,N,11h00,"White shark, 3.5 m [11.5'], species identity confirmed by tooth fragment",20,1976,October
Sea Disaster,NEW CALEDONIA,unknown,Shipwreck,not declared,It was believed that survivors were killed by sharks,N,unknown,unknown,not declared,1976,September
Unprovoked,AUSTRALIA,South Australia,"Skindiving,",M,"Right leg bitten below the knee, left ankle & foot lacerated",N,unknown,2.7 m  [9'] shark,27,1976,September
Sea Disaster,HONG KONG,South China Sea 200 miles from Hong Kong,"3,909-ton Panamanian freighter Chieh Lee sank in a typhoon",M,"FATAL, right leg bitten",Y,unknown,unknown,not declared,1976,September
Unprovoked,USA,Florida,Swimming,M,FATAL,Y,unknown,unknown,16,1976,September
Unprovoked,USA,Florida,Swimming,M,FATAL,Y,unknown,unknown,not declared,1976,September
Unprovoked,USA,Florida,Surfing,M,Laceration to left lower leg,N,14h00,"Tiger shark, 6' ",15,1976,September
Unprovoked,USA,North Carolina,"Surfing, fell off surfboard",M,Right ankle & foot lacerated,N,unknown,unknown,23,1976,August
Unprovoked,USA,Oregon,Surfing,M,"No injury, board bitten",N,14h00,"White shark, 4.5 m ",19,1976,August
Unprovoked,USA,Florida,Spearfishing,M,Lacerations to forearms,N,10h30,unknown,24,1976,July
Unprovoked,USA,Louisiana,Playing,M,Leg bitten,N,unknown,unknown,10,1976,July
Unprovoked,USA,Hawaii,Scuba diving,M,"FATAL, disappeared while diving, lower portion of body recovered",Y,unknown,unknown,18,1976,July
Unprovoked,USA,Florida,Spearfishing,M,"""lost part of a finger""",N,unknown,6' to 8' shark,23,1976,July
Unprovoked,USA,Florida,Skindiving,M,Lacerations to right arm,N,Night,12' to 14' shark,17,1976,June
Unprovoked,USA,Hawaii,Swimming,M,Leg & foot bitten,N,unknown,0.9 m to 1.5 m [3' to 5'] shark,not declared,1976,June
Provoked,ITALY,Reggio Calabria Province,Fishing,M,Shark rammed boat PROVOKED INCIDENT,N,unknown,"Blue shark, 2m ",46,1976,June
Boat,AUSTRALIA,Queensland,Sitting in bow of her father's 5 m boat,F,"Shark jumped in boat, hitting her in the face & knocking her unconscious",N,unknown,1.5 m [5'] shark,not declared,1976,June
Boat,SOUTH AFRICA,Western Cape Province,Competing in a light tackle game fishing,not declared,"Shark following hooked fish, rammed & holed boat",N,unknown,"Mako shark, 180-kg [397-lb]",not declared,1976,May
Invalid,USA,Texas,unknown,not declared,"Possible drowning victim, remains retrieved from 400-lb shark caught by fishermen on 28-Apr-1976",unknown,unknown,Shark involvement prior to death was not confirmed,not declared,1976,April
Unprovoked,USA,Florida,Standing,M,Lacerations to left leg,N,14h30,unknown,21,1976,March
Boat,SOUTH AFRICA,Western Cape Province,Fishing,not declared,"No injury to occupants, shark buckled prop shaft",N,unknown,Whale shark,not declared,1976,March
Boat,SOUTH AFRICA,Western Cape Province,unknown,not declared,Shark breached hull of boat,N,unknown,White shark named Spotty,not declared,1976,March
Boat,SOUTH AFRICA,Western Cape Province,unknown,not declared,"Shark leapt into boat, hitting Fanie Schoeman on his back before sliding into the sea",N,unknown,White shark named Spotty,not declared,1976,March
Boat,SOUTH AFRICA,Western Cape Province,Shark watching,not declared,"No injury to occupants, shark rammed bow, driving its head into the hull",N,unknown,2.5 m [8.25'] white shark,not declared,1976,February
Provoked,SOUTH AFRICA,Western Cape Province,Shark fishing,not declared,"No injury to occupants, After shark was harpooned & shot, it holed the boat PROVOKED INCIDENT",N,unknown,4 m [13'] shark,not declared,1976,January
Unprovoked,AUSTRALIA,Queensland,unknown,F,Survived,N,unknown,unknown,not declared,1976,January
Provoked,SOUTH AFRICA,Western Cape Province,Fishing for snoek & yellowtail,not declared,"Hooked shark leapt onboard & into fish well, which it smashed PROVOKED INCIDENT",N,07h30,"White shark, 3 m [10'] ",not declared,1976,January
Unprovoked,USA,Florida,Spearfishing / scuba diving,M,Puncture wounds to head & neck,N,unknown,6' shark,25,1976,January
Unprovoked,NEW ZEALAND,North Island,Spearfishing,M,FATAL,Y,13h00,Bronze whaler shark,not declared,1976,January
Unprovoked,USA,Hawaii,Scuba diving,M,"FATAL, lost consciousness at depth of 180'. Large sharks seen near partial remains of body",Y,unknown,unknown,not declared,1976,unknown
Boat,AUSTRALIA,South Australia,Attempting to drive shark away from the beach,not declared,"No injury, shark charged & rammed boat several times",N,unknown,2.4 m [8'] shark,not declared,1975,December
Unprovoked,USA,California,Scuba diving & spearfishing,M,Leg bitten,N,12h00,White shark,27,1975,December
Provoked,AUSTRALIA,New South Wales,Filming & feeding captive sharks,M,Tooth mark in left elbow PROVOKED INCIDENT,N,unknown,"Grey nurse shark, 10' ",35,1975,December
Unprovoked,AUSTRALIA,New South Wales,Standing,M,Laceration to posterior thigh,N,unknown,5' shark,20,1975,November
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,M,Left foot lacerated,N,10h00,Juvenile dusky shark,33,1975,November
Unprovoked,AUSTRALIA,Queensland,unknown,M,Puncture wounds in hand,N,unknown,unknown,not declared,1975,November
Unprovoked,USA,Florida,Surfing,M,Foot bitten,N,unknown,6' shark,18,1975,November
Invalid,USA,New Jersey,Surf fishing,M,"""Tooth marks"" in left leg",unknown,11h30,Shark involvement unconfirmed,not declared,1975,October
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,"Cracked jaw & broken tooth, shark took chunk out of surfboard",N,unknown,Bronze whaler,20,1975,October
Invalid,USA,California,Surfing,not declared,unknown,unknown,unknown,Questionable incident,not declared,1975,October
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Paddleskiing,M,Right foot & ankle lacerated,N,unknown,1.2 m [4'] shark,21,1975,unknown
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Left leg & surfboard bitten,N,13h30,"White shark, 2.4 m [8']",19,1975,August
Unprovoked,USA,Florida,Floating on a small orange raft ,M,"Calf bitten, leg surgically amputated below the knee  Note: by late August, 3 more bathers had been bitten by sharks at Daytona Beach",N,12h00,1.5 m [5'] shark,20,1975,August
Unprovoked,USA,California,Free diving for abalone,M,"Shoulder, arm & hand lacerated",N,13h30,White shark,44,1975,August
Unprovoked,HONG KONG,Mirs Bay ,Freedom swimming,M,"Leg bitten, surgically amputated",N,unknown,unknown,24,1975,August
Sea Disaster,USA,Oregon,Sea disaster,F,"FATAL, arms & legs bitten",Y,unknown,unknown,62,1975,July
Unprovoked,AUSTRALIA,Tasmania,Scuba diving for abalone,M,FATAL,Y,Afternoon,White shark,37,1975,July
Unprovoked,USA,Florida,Free diving,M,Forearms lacerated,N,unknown,unknown,24,1975,July
Unprovoked,AUSTRALIA,Queensland,Surfing,M,Buttocks & leg bitten,N,unknown,12' shark,21,1975,July
Unprovoked,USA,California,Scuba diving for abalone (at surface),M,Legs bitten,N,14h30,"White shark, 5.8 m [19'] ",23,1975,July
Unprovoked,USA,California,Hookah diving for abalone,M,"No injury, swim fin torn",N,13h30,"White shark, 5m to 6m",34,1975,July
Unprovoked,USA,Florida,Swimming,F,Arm lacerated,N,Mid-morning,1.2 m [4'] shark,14,1975,July
Provoked,AUSTRALIA,Western Australia,Spearfishing,M,Speared shark bit his arm  between elbow and shoulder PROVOKED INCIDENT,N,unknown,2.4 m [8'] whaler shark,29,1975,July
Unprovoked,USA,Florida,Surfing,M,"Foot bitten, tendons damaged",N,unknown,unknown,16,1975,July
Unprovoked,USA,South Carolina,Swimming ,M,Lacerations to right foot,N,16h30,4' shark,18,1975,June
Unprovoked,USA,South Carolina,Standing,F,Hand & wrist bitten,N,14h30,unknown,15,1975,June
Unprovoked,USA,Alabama,Swimming near his boat,M,Left leg bitten,N,unknown,unknown,27,1975,June
Unprovoked,USA,Florida,Surfing,M,"No injury, board bumped",N,unknown,unknown,20,1975,June
Provoked,USA,Florida,unknown,M,Slightly injured when he stepped on a shark PROVOKED INCIDENT,N,unknown,unknown,not declared,1975,unknown
Unprovoked,USA,Florida,Surfing,M,Right foot bitten,N,10h00,unknown,17,1975,May
Unprovoked,USA,Florida,Bathing,F,Leg bitten,N,unknown,unknown,10,1975,May
Invalid,ITALY,Genoa Province,Scuba diving,M,The press reported this as an attack by a white shark but the diver was the agressor,unknown,unknown,Invalid,37,1975,April
Invalid,SOUTH AFRICA,KwaZulu-Natal,unknown,M,Probable drowning / scavenging,unknown,unknown,Shark involvement prior to death was not confirmed,not declared,1975,April
Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing Competition,M,"No injury, rammed by shark",N,Afternoon,"White shark, 600-kg [1323-lb]",not declared,1975,April
Invalid,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Probable drowning / scavenging by a white shark,unknown,unknown,Shark involvement prior to death was not confirmed,not declared,1975,March
Unprovoked,AUSTRALIA,Queensland,unknown,F,Hand bitten,N,unknown,unknown,not declared,1975,March
Unprovoked,USA,Florida,Floating in inner tube,M,Left leg & foot bitten,N,unknown,10' shark,14,1975,March
Provoked,AUSTRALIA,Queensland,Diving & force-feeding the shark,not declared,Laceration to thigh by captive shark PROVOKED INCIDENT,N,unknown,"Bronze whaler shark, 6'",18,1975,March
Provoked,SOUTH AFRICA,Western Cape Province,Attempting to drag hooked shark ashore by its tail,M,Left leg bitten  PROVOKED INCIDENT,N,unknown,1.5 m [5']  shark,not declared,1975,March
Sea Disaster,BANGLADESH,Ganges-Brahmaputra delta,Ferry capsized,not declared,"FATAL, of 190 passengers & crew thrown into the water, 50 people were said to have been killed by sharks",Y,unknown,unknown,not declared,1975,unknown
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,Foot severed,N,10h55,1.5 m [5'] shark,16,1975,February
Boat,SOUTH AFRICA,Western Cape Province,unknown,not declared,Shark bit rudder & hull,N,unknown,"Mako shark, 3 m [10'] ",not declared,1975,February
Unprovoked,AUSTRALIA,South Australia,Swimming underwater from crayfish cage to a fishing bait,M,Right leg  severed FATAL,Y,18h00,"White shark, 3 m [10'] ",12,1975,February
Unprovoked,AUSTRALIA,Victoria,Crayfishing,M,Puncture wounds to right shoulder,N,unknown,"Carpet shark, 10' ",45,1975,February
Unprovoked,AUSTRALIA,Queensland,unknown,M,Survived,N,unknown,unknown,not declared,1975,February
Provoked,SOUTH AFRICA,Western Cape Province,Fishing,M,Foot bitten by shark he was gaffing  PROVOKED INCIDENT,N,unknown,"Copper shark, 50-kg [110-b] ",12,1975,February
Unprovoked,AUSTRALIA,South Australia,Surfing,M,"FATAL, body not recovered",Y,unknown,unknown,17,1975,January
Unprovoked,BERMUDA,unknown,Spearfishing,M,Laceration to right ankle,N,unknown,8' blue shark,25,1975,unknown
Unprovoked,REUNION,unknown,unknown,M,FATAL,Y,unknown,unknown,not declared,1975,unknown
Unprovoked,AUSTRALIA,Western Australia,unknown,not declared,Survived,N,unknown,unknown,32,1974,December
Unprovoked,USA,Florida,Standing,M,Laceration to foot,N,Afternoon,unknown,24,1974,November
Unprovoked,USA,California,Surfing,M,"Thigh, lower back and surfboard bitten",N,07h30,"White shark, 5.5 m to 6 m [18' to 20'] ",17,1974,September
Unprovoked,USA,California,Hookah diving for abalone,M,Major injuries,N,13h45,"White shark, 4 m to 5 m ",29,1974,September
Unprovoked,ISRAEL,Red Sea,Swimming,F,"Bitten 12 times: multiple lacerations on hands, arms, shoulder breast thigh, both legs, left forearm surgically amputated ",N,17h00,"Shortfin mako shark, 2.3 m [7.5'] ",20,1974,September
Unprovoked,USA,California,Scuba diving (but on surface),M,Minor injuries to hand,N,17h30,"White shark, 5 m to 6 m [16.5 to 20'] ",41,1974,September
Unprovoked,USA,California,Scuba diving (but on surface),M,Minor bite on foot & swimfin,N,17h30,"White shark, 5 m to 6 m [16.5 to 20'] ",48,1974,September
